
@relation python_mistakes

@attribute commit_message string
@attribute additions numeric
@attribute deletions numeric
@attribute changes numeric
@attribute actual_changes string
@attribute attribute_TAB numeric
@attribute attribute_NEWLINE numeric
@attribute attribute_CARRIAGE_RETURN numeric
@attribute attribute_EXCLAMATION_MARK numeric
@attribute attribute_QUOTATION_MARK numeric
@attribute attribute_NUMBER_SIGN numeric
@attribute attribute_DOLLAR_SIGN numeric
@attribute attribute_PERCENT_SIGN numeric
@attribute attribute_AMPERSAND numeric
@attribute attribute_APOSTROPHE numeric
@attribute attribute_LEFT_PARENTHESIS numeric
@attribute attribute_RIGHT_PARENTHESIS numeric
@attribute attribute_ASTERISK numeric
@attribute attribute_PLUS_SIGN numeric
@attribute attribute_COMMA numeric
@attribute attribute_HYPHEN-MINUS numeric
@attribute attribute_FULL_STOP numeric
@attribute attribute_SOLIDUS numeric
@attribute attribute_DIGIT_ZERO numeric
@attribute attribute_DIGIT_ONE numeric
@attribute attribute_DIGIT_TWO numeric
@attribute attribute_DIGIT_THREE numeric
@attribute attribute_DIGIT_FOUR numeric
@attribute attribute_DIGIT_FIVE numeric
@attribute attribute_DIGIT_SIX numeric
@attribute attribute_DIGIT_SEVEN numeric
@attribute attribute_DIGIT_EIGHT numeric
@attribute attribute_DIGIT_NINE numeric
@attribute attribute_COLON numeric
@attribute attribute_SEMICOLON numeric
@attribute attribute_LESS-THAN_SIGN numeric
@attribute attribute_EQUALS_SIGN numeric
@attribute attribute_GREATER-THAN_SIGN numeric
@attribute attribute_QUESTION_MARK numeric
@attribute attribute_COMMERCIAL_AT numeric
@attribute attribute_LEFT_SQUARE_BRACKET numeric
@attribute attribute_REVERSE_SOLIDUS numeric
@attribute attribute_RIGHT_SQUARE_BRACKET numeric
@attribute attribute_CIRCUMFLEX_ACCENT numeric
@attribute attribute_LOW_LINE numeric
@attribute attribute_GRAVE_ACCENT numeric
@attribute attribute_LEFT_CURLY_BRACKET numeric
@attribute attribute_VERTICAL_LINE numeric
@attribute attribute_RIGHT_CURLY_BRACKET numeric
@attribute attribute_TILDE numeric
@attribute LETTERS_CHANGED numeric
@attribute class {yes, no}

@data
'restore missing import', 1, 1, 16, 'from SPACE FULL_STOP report LOW_LINE delivery SPACE import SPACE PDFFullReport NEWLINE from SPACE FULL_STOP report LOW_LINE delivery SPACE import SPACE PDFFullReport COMMA SPACE PDFMatchReport NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, no
'debugged None', 1, 1, 6, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE result SPACE EQUALS_SIGN SPACE None NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE result SPACE EQUALS_SIGN SPACE APOSTROPHE APOSTROPHE NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, no
'flakes', 1, 1, 5, ' SPACE SPACE SPACE SPACE APOSTROPHE beat LOW_LINE init APOSTROPHE COMMA SPACE APOSTROPHE beat LOW_LINE embedded LOW_LINE init APOSTROPHE COMMA SPACE APOSTROPHE heartbeat APOSTROPHE COMMA NEWLINE SPACE SPACE SPACE SPACE APOSTROPHE beat LOW_LINE init APOSTROPHE COMMA SPACE APOSTROPHE beat LOW_LINE embedded LOW_LINE init APOSTROPHE COMMA SPACE APOSTROPHE heartbeat LOW_LINE sent APOSTROPHE COMMA NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, no
'updated Cassandra ips', 1, 1, 21, 'cluster SPACE EQUALS_SIGN SPACE Cluster LEFT_PARENTHESIS LEFT_SQUARE_BRACKET APOSTROPHE DIGIT_FIVE DIGIT_TWO FULL_STOP DIGIT_FOUR DIGIT_ONE FULL_STOP DIGIT_ONE DIGIT_TWO DIGIT_THREE FULL_STOP DIGIT_TWO DIGIT_FOUR APOSTROPHE COMMA SPACE APOSTROPHE DIGIT_FIVE DIGIT_TWO FULL_STOP DIGIT_THREE DIGIT_SIX FULL_STOP DIGIT_TWO DIGIT_NINE FULL_STOP DIGIT_TWO DIGIT_ONE APOSTROPHE COMMA SPACE APOSTROPHE DIGIT_FIVE DIGIT_TWO FULL_STOP DIGIT_FOUR DIGIT_ONE FULL_STOP DIGIT_ONE DIGIT_EIGHT DIGIT_NINE FULL_STOP DIGIT_TWO DIGIT_ONE DIGIT_SEVEN APOSTROPHE RIGHT_SQUARE_BRACKET RIGHT_PARENTHESIS NEWLINE cluster SPACE EQUALS_SIGN SPACE Cluster LEFT_PARENTHESIS LEFT_SQUARE_BRACKET APOSTROPHE DIGIT_FIVE DIGIT_TWO FULL_STOP DIGIT_THREE DIGIT_THREE FULL_STOP DIGIT_FIVE DIGIT_ONE FULL_STOP DIGIT_EIGHT APOSTROPHE COMMA SPACE APOSTROPHE DIGIT_FIVE DIGIT_TWO FULL_STOP DIGIT_THREE DIGIT_THREE FULL_STOP DIGIT_FIVE DIGIT_ONE FULL_STOP DIGIT_EIGHT APOSTROPHE COMMA SPACE APOSTROPHE DIGIT_FIVE DIGIT_TWO FULL_STOP DIGIT_THREE DIGIT_FIVE FULL_STOP DIGIT_TWO DIGIT_THREE DIGIT_TWO FULL_STOP DIGIT_ONE DIGIT_TWO DIGIT_FIVE APOSTROPHE RIGHT_SQUARE_BRACKET RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 4, 3, 4, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'sanitising dataset description at point of system use and encouraging shorter descriptions', 1, 1, 23, ' SPACE SPACE SPACE SPACE rootdir SPACE EQUALS_SIGN SPACE dataset FULL_STOP description FULL_STOP replace LEFT_PARENTHESIS APOSTROPHE SPACE APOSTROPHE COMMA SPACE APOSTROPHE LOW_LINE APOSTROPHE RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE rootdir SPACE EQUALS_SIGN SPACE urllib FULL_STOP quote LEFT_PARENTHESIS dataset FULL_STOP description FULL_STOP replace LEFT_PARENTHESIS APOSTROPHE SPACE APOSTROPHE COMMA SPACE APOSTROPHE LOW_LINE APOSTROPHE RIGHT_PARENTHESIS COMMA SPACE safe EQUALS_SIGN APOSTROPHE APOSTROPHE RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'Removing extraneous file', 1, 1, 46, 'ALLOWED LOW_LINE HOSTS SPACE EQUALS_SIGN SPACE LEFT_SQUARE_BRACKET APOSTROPHE ASTERISK APOSTROPHE RIGHT_SQUARE_BRACKET NEWLINE ALLOWED LOW_LINE HOSTS SPACE EQUALS_SIGN SPACE LEFT_SQUARE_BRACKET APOSTROPHE FULL_STOP us HYPHEN-MINUS west HYPHEN-MINUS DIGIT_TWO FULL_STOP compute FULL_STOP amazonaws FULL_STOP com APOSTROPHE COMMA SPACE APOSTROPHE localhost APOSTROPHE RIGHT_SQUARE_BRACKET NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 2, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, no
'add sendchar', 1, 1, 33, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE connection FULL_STOP sendline LEFT_PARENTHESIS APOSTROPHE reboot APOSTROPHE RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE connection FULL_STOP sendline LEFT_PARENTHESIS APOSTROPHE reboot APOSTROPHE COMMA SPACE send LOW_LINE char EQUALS_SIGN self FULL_STOP config FULL_STOP send LOW_LINE char RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, no
'APP', 1, 1, 4, ' SPACE SPACE SPACE SPACE NEWLINE NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'fixes', 1, 1, 2, 'enemy DIGIT_SIX SPACE EQUALS_SIGN SPACE pygame FULL_STOP transform FULL_STOP scale LEFT_PARENTHESIS enemy DIGIT_FOUR COMMA LEFT_PARENTHESIS DIGIT_SIX DIGIT_ZERO COMMA DIGIT_FIVE DIGIT_ZERO RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE enemy DIGIT_SIX SPACE EQUALS_SIGN SPACE pygame FULL_STOP transform FULL_STOP scale LEFT_PARENTHESIS enemy DIGIT_SIX COMMA LEFT_PARENTHESIS DIGIT_SIX DIGIT_ZERO COMMA DIGIT_FIVE DIGIT_ZERO RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'small fix', 1, 1, 13, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE for SPACE x SPACE in SPACE multiprocess LOW_LINE dir LEFT_PARENTHESIS src LOW_LINE dir COMMA SPACE dst LOW_LINE dir COMMA SPACE get LOW_LINE phrase LOW_LINE frequency LOW_LINE distribution LOW_LINE over LOW_LINE year LOW_LINE in LOW_LINE one LOW_LINE file RIGHT_PARENTHESIS COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE for SPACE x SPACE in SPACE multiprocess LOW_LINE dir LEFT_PARENTHESIS src LOW_LINE dir COMMA SPACE dst LOW_LINE dir COMMA SPACE get LOW_LINE phrase LOW_LINE frequency LOW_LINE distribution LOW_LINE over LOW_LINE year LOW_LINE in LOW_LINE one LOW_LINE file COMMA SPACE chunksize EQUALS_SIGN DIGIT_FIVE RIGHT_PARENTHESIS COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'Test syspathinsert', 1, 1, 5, 'sys FULL_STOP path FULL_STOP insert LEFT_PARENTHESIS DIGIT_ZERO COMMA SPACE os FULL_STOP path FULL_STOP abspath LEFT_PARENTHESIS APOSTROPHE FULL_STOP FULL_STOP SOLIDUS FULL_STOP FULL_STOP SOLIDUS APOSTROPHE RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE sys FULL_STOP path FULL_STOP insert LEFT_PARENTHESIS DIGIT_ZERO COMMA SPACE os FULL_STOP path FULL_STOP abspath LEFT_PARENTHESIS APOSTROPHE FULL_STOP APOSTROPHE RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'modified mainpy to use gunicorn', 1, 1, 20, 'run LEFT_PARENTHESIS host EQUALS_SIGN APOSTROPHE localhost APOSTROPHE COMMA SPACE port EQUALS_SIGN DIGIT_EIGHT DIGIT_ZERO DIGIT_EIGHT DIGIT_ZERO RIGHT_PARENTHESIS NEWLINE run LEFT_PARENTHESIS host EQUALS_SIGN APOSTROPHE localhost APOSTROPHE COMMA SPACE port EQUALS_SIGN DIGIT_EIGHT DIGIT_ZERO DIGIT_EIGHT DIGIT_ZERO COMMA SPACE server EQUALS_SIGN APOSTROPHE gunicorn APOSTROPHE RIGHT_PARENTHESIS', 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, no
'Bug fixes update default minihtml link color ensure cfdocs integration correctly finds support function', 1, 1, 6, ' TAB TAB doc LOW_LINE name COMMA SPACE function LOW_LINE name LOW_LINE region COMMA SPACE function LOW_LINE args LOW_LINE region SPACE EQUALS_SIGN SPACE utils FULL_STOP get LOW_LINE function LOW_LINE call LEFT_PARENTHESIS view COMMA SPACE position RIGHT_PARENTHESIS NEWLINE TAB TAB doc LOW_LINE name COMMA SPACE function LOW_LINE name LOW_LINE region COMMA SPACE function LOW_LINE args LOW_LINE region SPACE EQUALS_SIGN SPACE utils FULL_STOP get LOW_LINE function LOW_LINE call LEFT_PARENTHESIS view COMMA SPACE position COMMA SPACE True RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'', 1, 1, 1, 'empty EQUALS_SIGN QUOTATION_MARK Give SPACE me SPACE something SPACE to SPACE search QUOTATION_MARK NEWLINE empty EQUALS_SIGN QUOTATION_MARK Give SPACE me SPACE something SPACE to SPACE search FULL_STOP QUOTATION_MARK NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
't', 1, 1, 2, 'empty EQUALS_SIGN QUOTATION_MARK Give SPACE me SPACE something SPACE to SPACE search FULL_STOP QUOTATION_MARK NEWLINE empty EQUALS_SIGN QUOTATION_MARK Give SPACE me SPACE something SPACE to SPACE searcha QUOTATION_MARK NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'efee', 1, 1, 17, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE apikey SPACE EQUALS_SIGN SPACE QUOTATION_MARK DIGIT_SEVEN DIGIT_SEVEN JTTE HYPHEN-MINUS DIGIT_THREE JLXVRWY DIGIT_NINE P QUOTATION_MARK NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE apikey SPACE EQUALS_SIGN SPACE QUOTATION_MARK QUOTATION_MARK NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'Set beam width to 100', 1, 1, 3, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE sequence LOW_LINE length COMMA SPACE beam LOW_LINE width EQUALS_SIGN DIGIT_ONE DIGIT_ONE COMMA SPACE merge LOW_LINE repeated EQUALS_SIGN False RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE sequence LOW_LINE length COMMA SPACE beam LOW_LINE width EQUALS_SIGN DIGIT_ONE DIGIT_ZERO DIGIT_ZERO COMMA SPACE merge LOW_LINE repeated EQUALS_SIGN False RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'detalles foto alumno', 1, 1, 6, 'MAX LOW_LINE UPLOAD LOW_LINE SIZE SPACE EQUALS_SIGN SPACE QUOTATION_MARK DIGIT_FIVE DIGIT_TWO DIGIT_FOUR DIGIT_TWO DIGIT_EIGHT DIGIT_EIGHT DIGIT_ZERO QUOTATION_MARK NEWLINE MAX LOW_LINE UPLOAD LOW_LINE SIZE SPACE EQUALS_SIGN SPACE QUOTATION_MARK DIGIT_TWO DIGIT_SIX DIGIT_TWO DIGIT_ONE DIGIT_FOUR DIGIT_FOUR DIGIT_ZERO QUOTATION_MARK NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'corrected errors', 9, 14, 249, ' SPACE SPACE SPACE SPACE SPACE SPACE HYPHEN-MINUS SPACE The SPACE generator SPACE to SPACE use COLON SPACE C LEFT_PARENTHESIS DIGIT_TWO RIGHT_PARENTHESIS SPACE or SPACE C LEFT_PARENTHESIS DIGIT_FIVE RIGHT_PARENTHESIS FULL_STOP NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE HYPHEN-MINUS SPACE The SPACE generator SPACE to SPACE use FULL_STOP NEWLINE SPACE SPACE HYPHEN-MINUS SPACE QUOTATION_MARK This SPACE module SPACE depends SPACE on SPACE I LEFT_PARENTHESIS openssl RIGHT_PARENTHESIS COMMA SPACE which SPACE needs SPACE to SPACE be SPACE installed SPACE on SPACE all SPACE target SPACE systems FULL_STOP QUOTATION_MARK NEWLINE SPACE SPACE HYPHEN-MINUS SPACE QUOTATION_MARK This SPACE module SPACE depends SPACE on SPACE I LEFT_PARENTHESIS openssl RIGHT_PARENTHESIS COMMA SPACE which SPACE needs SPACE to SPACE be SPACE installed SPACE on SPACE the SPACE target SPACE system FULL_STOP QUOTATION_MARK NEWLINE SPACE SPACE SPACE SPACE sample COLON SPACE QUOTATION_MARK SOLIDUS path SOLIDUS to SOLIDUS server FULL_STOP crt QUOTATION_MARK NEWLINE SPACE SPACE SPACE SPACE sample COLON SPACE QUOTATION_MARK SOLIDUS path SOLIDUS to SOLIDUS dh FULL_STOP pem QUOTATION_MARK NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE except SPACE OSError SPACE as SPACE e COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE if SPACE QUOTATION_MARK permission SPACE denied QUOTATION_MARK SPACE in SPACE str LEFT_PARENTHESIS e RIGHT_PARENTHESIS FULL_STOP lower LEFT_PARENTHESIS RIGHT_PARENTHESIS COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE except SPACE OSError COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE os FULL_STOP makedirs LEFT_PARENTHESIS dir LOW_LINE name COMMA SPACE DIGIT_ZERO DIGIT_SEVEN DIGIT_ZERO DIGIT_ZERO RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE except SPACE OSError SPACE as SPACE e COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE if SPACE QUOTATION_MARK permission SPACE denied QUOTATION_MARK SPACE in SPACE str LEFT_PARENTHESIS e RIGHT_PARENTHESIS FULL_STOP lower LEFT_PARENTHESIS RIGHT_PARENTHESIS COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE os FULL_STOP makedirs LEFT_PARENTHESIS dir LOW_LINE name COMMA SPACE DIGIT_ZERO o DIGIT_SEVEN DIGIT_ZERO DIGIT_ZERO RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE except SPACE OSError COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE module FULL_STOP exit LOW_LINE json LEFT_PARENTHESIS changed EQUALS_SIGN False COMMA SPACE msg EQUALS_SIGN QUOTATION_MARK DH SPACE parameters SPACE file SPACE already SPACE exist FULL_STOP QUOTATION_MARK RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE module FULL_STOP exit LOW_LINE json LEFT_PARENTHESIS changed EQUALS_SIGN False COMMA SPACE msg EQUALS_SIGN QUOTATION_MARK DH SPACE parameters SPACE file SPACE already SPACE exists FULL_STOP QUOTATION_MARK RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE dest SPACE EQUALS_SIGN SPACE os FULL_STOP path FULL_STOP expanduser LEFT_PARENTHESIS module FULL_STOP params LEFT_SQUARE_BRACKET APOSTROPHE dest APOSTROPHE RIGHT_SQUARE_BRACKET RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE dest SPACE SPACE SPACE EQUALS_SIGN SPACE os FULL_STOP path FULL_STOP expanduser LEFT_PARENTHESIS module FULL_STOP params LEFT_SQUARE_BRACKET APOSTROPHE dest APOSTROPHE RIGHT_SQUARE_BRACKET RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE bits SPACE EQUALS_SIGN SPACE module FULL_STOP params FULL_STOP get LEFT_PARENTHESIS APOSTROPHE bits APOSTROPHE COMMA SPACE DIGIT_TWO DIGIT_ZERO DIGIT_FOUR DIGIT_EIGHT RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE if SPACE bits SPACE LESS-THAN_SIGN SPACE DIGIT_ONE DIGIT_ZERO DIGIT_TWO DIGIT_FOUR COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE module FULL_STOP fail LOW_LINE json LEFT_PARENTHESIS msg EQUALS_SIGN QUOTATION_MARK Chosen SPACE bits SPACE size SPACE is SPACE too SPACE small FULL_STOP SPACE Bits SPACE should SPACE be SPACE greater SPACE than SPACE DIGIT_ONE DIGIT_ZERO DIGIT_TWO DIGIT_FOUR FULL_STOP QUOTATION_MARK RIGHT_PARENTHESIS NEWLINE NEWLINE SPACE SPACE SPACE SPACE bits SPACE SPACE SPACE EQUALS_SIGN SPACE module FULL_STOP params FULL_STOP get LEFT_PARENTHESIS APOSTROPHE bits APOSTROPHE COMMA SPACE DIGIT_TWO DIGIT_ZERO DIGIT_FOUR DIGIT_EIGHT RIGHT_PARENTHESIS NEWLINE', 0, 5, 0, 0, 6, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 5, 0, 2, 2, 3, 0, 2, 1, 0, 0, 0, 0, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 8, no
'Path weights are specified by user AND purpose', 1, 1, 17, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE pathset FULL_STOP user LOW_LINE  COMMA SPACE pathset FULL_STOP access LOW_LINE mode COMMA SPACE pathset FULL_STOP transit LOW_LINE mode COMMA SPACE pathset FULL_STOP egress LOW_LINE mode COMMA NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE pathset FULL_STOP user LOW_LINE  COMMA SPACE pathset FULL_STOP purpose COMMA SPACE pathset FULL_STOP access LOW_LINE mode COMMA SPACE pathset FULL_STOP transit LOW_LINE mode COMMA SPACE pathset FULL_STOP egress LOW_LINE mode COMMA NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, no
'fix state', 1, 1, 9, 'sync LOW_LINE complete LOW_LINE set SPACE EQUALS_SIGN SPACE LEFT_CURLY_BRACKET QUOTATION_MARK mode QUOTATION_MARK COMMA SPACE QUOTATION_MARK who QUOTATION_MARK RIGHT_CURLY_BRACKET NEWLINE sync LOW_LINE complete LOW_LINE set SPACE EQUALS_SIGN SPACE LEFT_CURLY_BRACKET QUOTATION_MARK mode QUOTATION_MARK COMMA SPACE QUOTATION_MARK who QUOTATION_MARK COMMA SPACE QUOTATION_MARK names QUOTATION_MARK RIGHT_CURLY_BRACKET NEWLINE', 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, no
'debug ', 1, 1, 35, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP fw SPACE EQUALS_SIGN SPACE open LEFT_PARENTHESIS APOSTROPHE SOLIDUS data SOLIDUS file SOLIDUS aws HYPHEN-MINUS s DIGIT_THREE FULL_STOP file APOSTROPHE COMMA SPACE APOSTROPHE aw APOSTROPHE RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE self FULL_STOP fw SPACE EQUALS_SIGN SPACE open LEFT_PARENTHESIS APOSTROPHE SOLIDUS data SOLIDUS file SOLIDUS aws HYPHEN-MINUS s DIGIT_THREE FULL_STOP file HYPHEN-MINUS PERCENT_SIGN s APOSTROPHE SPACE PERCENT_SIGN SPACE time FULL_STOP strftime LEFT_PARENTHESIS APOSTROPHE PERCENT_SIGN Y PERCENT_SIGN m PERCENT_SIGN d PERCENT_SIGN H PERCENT_SIGN M PERCENT_SIGN S APOSTROPHE RIGHT_PARENTHESIS COMMA SPACE APOSTROPHE aw APOSTROPHE RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, no
