
@relation python_mistakes

@attribute commit_message string
@attribute additions numeric
@attribute deletions numeric
@attribute changes numeric
@attribute actual_changes string
@attribute attribute_TAB numeric
@attribute attribute_NEWLINE numeric
@attribute attribute_CARRIAGE_RETURN numeric
@attribute attribute_EXCLAMATION_MARK numeric
@attribute attribute_QUOTATION_MARK numeric
@attribute attribute_NUMBER_SIGN numeric
@attribute attribute_DOLLAR_SIGN numeric
@attribute attribute_PERCENT_SIGN numeric
@attribute attribute_AMPERSAND numeric
@attribute attribute_APOSTROPHE numeric
@attribute attribute_LEFT_PARENTHESIS numeric
@attribute attribute_RIGHT_PARENTHESIS numeric
@attribute attribute_ASTERISK numeric
@attribute attribute_PLUS_SIGN numeric
@attribute attribute_COMMA numeric
@attribute attribute_HYPHEN-MINUS numeric
@attribute attribute_FULL_STOP numeric
@attribute attribute_SOLIDUS numeric
@attribute attribute_DIGIT_ZERO numeric
@attribute attribute_DIGIT_ONE numeric
@attribute attribute_DIGIT_TWO numeric
@attribute attribute_DIGIT_THREE numeric
@attribute attribute_DIGIT_FOUR numeric
@attribute attribute_DIGIT_FIVE numeric
@attribute attribute_DIGIT_SIX numeric
@attribute attribute_DIGIT_SEVEN numeric
@attribute attribute_DIGIT_EIGHT numeric
@attribute attribute_DIGIT_NINE numeric
@attribute attribute_COLON numeric
@attribute attribute_SEMICOLON numeric
@attribute attribute_LESS-THAN_SIGN numeric
@attribute attribute_EQUALS_SIGN numeric
@attribute attribute_GREATER-THAN_SIGN numeric
@attribute attribute_QUESTION_MARK numeric
@attribute attribute_COMMERCIAL_AT numeric
@attribute attribute_LEFT_SQUARE_BRACKET numeric
@attribute attribute_REVERSE_SOLIDUS numeric
@attribute attribute_RIGHT_SQUARE_BRACKET numeric
@attribute attribute_CIRCUMFLEX_ACCENT numeric
@attribute attribute_LOW_LINE numeric
@attribute attribute_GRAVE_ACCENT numeric
@attribute attribute_LEFT_CURLY_BRACKET numeric
@attribute attribute_VERTICAL_LINE numeric
@attribute attribute_RIGHT_CURLY_BRACKET numeric
@attribute attribute_TILDE numeric
@attribute LETTERS_CHANGED numeric
@attribute class {yes, no}

@data
'typo', 2, 2, 0, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE channle LOW_LINE mid SPACE EQUALS_SIGN SPACE self FULL_STOP CHANNEL LOW_LINE MID SPACE or SPACE Credential FULL_STOP CHANNEL LOW_LINE MID NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE channel LOW_LINE mid SPACE EQUALS_SIGN SPACE self FULL_STOP CHANNEL LOW_LINE MID SPACE or SPACE Credential FULL_STOP CHANNEL LOW_LINE MID NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE APOSTROPHE X HYPHEN-MINUS Line HYPHEN-MINUS Trusted HYPHEN-MINUS User HYPHEN-MINUS With HYPHEN-MINUS ACL APOSTROPHE COLON SPACE channle LOW_LINE mid NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE APOSTROPHE X HYPHEN-MINUS Line HYPHEN-MINUS Trusted HYPHEN-MINUS User HYPHEN-MINUS With HYPHEN-MINUS ACL APOSTROPHE COLON SPACE channel LOW_LINE mid NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Fixpatricksbot', 1, 1, 2, ' SPACE SPACE else SPACE return SPACE DIGIT_ZERO COMMA SPACE DIGIT_ZERO NEWLINE SPACE SPACE else COLON SPACE return SPACE DIGIT_ZERO COMMA SPACE DIGIT_ZERO', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Forceprogramcyclestobeusedasanattribueeverywhere', 1, 1, 2, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE sleep LEFT_PARENTHESIS TARGET LOW_LINE MAP LEFT_SQUARE_BRACKET mcu RIGHT_SQUARE_BRACKET FULL_STOP program LOW_LINE cycle LOW_LINE s LEFT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE sleep LEFT_PARENTHESIS TARGET LOW_LINE MAP LEFT_SQUARE_BRACKET mcu RIGHT_SQUARE_BRACKET FULL_STOP program LOW_LINE cycle LOW_LINE s RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Fixedmotorwhenturningbydegrees', 1, 1, 6, ' TAB TAB position SPACE EQUALS_SIGN SPACE degrees SPACE ASTERISK SPACE LEFT_PARENTHESIS self FULL_STOP LOW_LINE count LOW_LINE per LOW_LINE rot SPACE SOLIDUS SPACE DIGIT_THREE DIGIT_SIX DIGIT_ZERO RIGHT_PARENTHESIS NEWLINE TAB TAB position SPACE EQUALS_SIGN SPACE degrees SPACE ASTERISK SPACE LEFT_PARENTHESIS self FULL_STOP LOW_LINE countPerRot SPACE SOLIDUS SPACE DIGIT_THREE DIGIT_SIX DIGIT_ZERO RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, yes
'bugfixsetcorrectfunctioncall', 1, 1, 3, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE temp SPACE EQUALS_SIGN SPACE self FULL_STOP sense FULL_STOP getTemperature LEFT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE temp SPACE EQUALS_SIGN SPACE self FULL_STOP sense FULL_STOP get LOW_LINE temperature LEFT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, yes
'fixtypo', 1, 1, 1, ' TAB TAB TAB TAB conn SPACE EQUALS_SIGN SPACE httplib FULL_STOP HTTPConnection LEFT_PARENTHESIS o FULL_STOP hostname COMMA SPACE o FULL_STOP port RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE TAB TAB TAB TAB conn SPACE EQUALS_SIGN SPACE httplib FULL_STOP HTTPConnection LEFT_PARENTHESIS LEFT_PARENTHESIS o FULL_STOP hostname COMMA SPACE o FULL_STOP port RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'WoopsFixedsyntaxerror', 1, 1, 12, ' NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE pass NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, yes
'Fixingtypo', 1, 1, 1, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE u APOSTROPHE Paparana SPACE Utama APOSTROPHE RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE u APOSTROPHE Paparan SPACE Utama APOSTROPHE RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, yes
'FixAnothertypoininstallationtestmnodesinstoncospy', 1, 1, 1, ' SPACE SPACE SPACE SPACE cmd SPACE EQUALS_SIGN SPACE APOSTROPHE PERCENT_SIGN s SPACE QUOTATION_MARK zstack HYPHEN-MINUS ctl SPACE configure SPACE HYPHEN-MINUS HYPHEN-MINUS duplicate HYPHEN-MINUS to HYPHEN-MINUS remote SPACE root COMMERCIAL_AT PERCENT_SIGN s QUOTATION_MARK APOSTROPHE SPACE PERCENT_SIGN SPACE LEFT_PARENTHESIS ssh LOW_LINE cm DIGIT_ONE COMMA SPACE vm DIGIT_TWO LOW_LINE ip RIGHT_PARENTHESIS SLASH_R NEWLINE SPACE SPACE SPACE SPACE cmd SPACE EQUALS_SIGN SPACE APOSTROPHE PERCENT_SIGN s SPACE QUOTATION_MARK zstack HYPHEN-MINUS ctl SPACE configure SPACE HYPHEN-MINUS HYPHEN-MINUS duplicate HYPHEN-MINUS to HYPHEN-MINUS remote SPACE root COMMERCIAL_AT PERCENT_SIGN s QUOTATION_MARK APOSTROPHE SPACE PERCENT_SIGN SPACE LEFT_PARENTHESIS ssh LOW_LINE cmd DIGIT_ONE COMMA SPACE vm DIGIT_TWO LOW_LINE ip RIGHT_PARENTHESIS SLASH_R NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, yes
'autocommit', 1, 1, 1, ' SPACE SPACE SPACE SPACE lng LOW_LINE diff SPACE EQUALS_SIGN SPACE DIGIT_ZERO FULL_STOP DIGIT_ZERO DIGIT_FIVE SPACE ASTERISK SPACE math FULL_STOP fabs LEFT_PARENTHESIS math FULL_STOP cos LEFT_PARENTHESIS lat RIGHT_PARENTHESIS SPACE ASTERISK SPACE DIGIT_ONE DIGIT_ONE DIGIT_ONE FULL_STOP DIGIT_THREE DIGIT_TWO DIGIT_ONE RIGHT_PARENTHESIS RIGHT_PARENTHESIS SPACE NUMBER_SIGN SPACE LEFT_PARENTHESIS DIGIT_ONE SPACE lng SPACE degree SPACE EQUALS_SIGN SPACE cos LEFT_PARENTHESIS latitude RIGHT_PARENTHESIS SPACE ASTERISK SPACE DIGIT_ONE DIGIT_ONE DIGIT_ONE FULL_STOP DIGIT_THREE DIGIT_TWO DIGIT_ONE COMMA SPACE so SPACE DIGIT_ZERO FULL_STOP DIGIT_ZERO DIGIT_FIVE SPACE x SPACE that SPACE gives SPACE same HYPHEN-MINUS ish SPACE distance SPACE as SPACE latitude RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE lng LOW_LINE diff SPACE EQUALS_SIGN SPACE DIGIT_ZERO FULL_STOP DIGIT_ZERO DIGIT_FIVE SPACE ASTERISK SPACE math FULL_STOP fabs LEFT_PARENTHESIS math FULL_STOP cos LEFT_PARENTHESIS lat RIGHT_PARENTHESIS SPACE ASTERISK SPACE DIGIT_ONE DIGIT_ONE DIGIT_ONE FULL_STOP DIGIT_THREE DIGIT_TWO DIGIT_ONE RIGHT_PARENTHESIS SPACE NUMBER_SIGN SPACE LEFT_PARENTHESIS DIGIT_ONE SPACE lng SPACE degree SPACE EQUALS_SIGN SPACE cos LEFT_PARENTHESIS latitude RIGHT_PARENTHESIS SPACE ASTERISK SPACE DIGIT_ONE DIGIT_ONE DIGIT_ONE FULL_STOP DIGIT_THREE DIGIT_TWO DIGIT_ONE COMMA SPACE so SPACE DIGIT_ZERO FULL_STOP DIGIT_ZERO DIGIT_FIVE SPACE x SPACE that SPACE gives SPACE same HYPHEN-MINUS ish SPACE distance SPACE as SPACE latitude RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Fixingatypo', 1, 1, 0, ' SPACE SPACE SPACE SPACE config LOW_LINE name SPACE EQUALS_SIGN SPACE os FULL_STOP getenv LEFT_PARENTHESIS APOSTROPHE FLAKS LOW_LINE CONFIGURATION APOSTROPHE COMMA SPACE APOSTROPHE default APOSTROPHE RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE config LOW_LINE name SPACE EQUALS_SIGN SPACE os FULL_STOP getenv LEFT_PARENTHESIS APOSTROPHE FLASK LOW_LINE CONFIGURATION APOSTROPHE COMMA SPACE APOSTROPHE default APOSTROPHE RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'Signedoffbyzryadminztouhouorg', 1, 1, 3, ' TAB TAB if SPACE ProcessMonitorOn COLON NEWLINE TAB TAB if SPACE proccessMonitorOn COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, yes
'Fixedtypos', 2, 3, 30, ' SPACE SPACE SPACE SPACE QUOTATION_MARK QUOTATION_MARK QUOTATION_MARK This SPACE  SPACE implements SPACE the SPACE format SPACE described SPACE here COLON SPACE COLON ref COLON GRAVE_ACCENT gadf COLON psf LOW_LINE table GRAVE_ACCENT FULL_STOP NEWLINE SPACE SPACE SPACE SPACE QUOTATION_MARK QUOTATION_MARK QUOTATION_MARK This SPACE  SPACE implements SPACE the SPACE format SPACE described SPACE here COLON SPACE COLON ref COLON GRAVE_ACCENT gadf COLON psf HYPHEN-MINUS table GRAVE_ACCENT FULL_STOP NEWLINE SPACE SPACE SPACE SPACE energy LOW_LINE thqresh LOW_LINE hi SPACE COLON SPACE GRAVE_ACCENT TILDE astropy FULL_STOP units FULL_STOP Quantity GRAVE_ACCENT NEWLINE SPACE SPACE SPACE SPACE energy LOW_LINE thresh LOW_LINE hi SPACE COLON SPACE GRAVE_ACCENT TILDE astropy FULL_STOP units FULL_STOP Quantity GRAVE_ACCENT NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE print LEFT_PARENTHESIS containment RIGHT_PARENTHESIS NEWLINE', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, yes
'Addedsearchfields', 1, 1, 1, ' SPACE SPACE SPACE SPACE search LOW_LINE fields SPACE EQUALS_SIGN SPACE LEFT_SQUARE_BRACKET APOSTROPHE full LOW_LINE name APOSTROPHE COMMA RIGHT_SQUARE_BRACKET NEWLINE SPACE SPACE SPACE SPACE search LOW_LINE fields SPACE EQUALS_SIGN SPACE LEFT_SQUARE_BRACKET APOSTROPHE full LOW_LINE name APOSTROPHE RIGHT_SQUARE_BRACKET NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'gradientsareverydifferenttheremustbeamistakesomewhere', 4, 3, 194, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE logger FULL_STOP info LEFT_PARENTHESIS QUOTATION_MARK GRADIENT SPACE IN SPACE LAYER SPACE LEFT_CURLY_BRACKET RIGHT_CURLY_BRACKET SPACE IS SPACE REVERSE_SOLIDUS n LEFT_CURLY_BRACKET RIGHT_CURLY_BRACKET QUOTATION_MARK FULL_STOP format LEFT_PARENTHESIS li PLUS_SIGN DIGIT_ONE COMMA np FULL_STOP tensordot LEFT_PARENTHESIS deltas LEFT_SQUARE_BRACKET li RIGHT_SQUARE_BRACKET COMMA self FULL_STOP net FULL_STOP par LOW_LINE run LEFT_PARENTHESIS self FULL_STOP dat FULL_STOP traininputs COMMA li RIGHT_PARENTHESIS COMMA LEFT_PARENTHESIS LEFT_PARENTHESIS DIGIT_ZERO COMMA DIGIT_TWO RIGHT_PARENTHESIS COMMA LEFT_PARENTHESIS DIGIT_ZERO COMMA DIGIT_TWO RIGHT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE logger FULL_STOP info LEFT_PARENTHESIS QUOTATION_MARK NUMERICAL SPACE GRADIENT SPACE IN SPACE LAYER SPACE LEFT_CURLY_BRACKET RIGHT_CURLY_BRACKET SPACE IS SPACE REVERSE_SOLIDUS n LEFT_CURLY_BRACKET RIGHT_CURLY_BRACKET QUOTATION_MARK FULL_STOP format LEFT_PARENTHESIS li PLUS_SIGN DIGIT_ONE COMMA self FULL_STOP numgrad LEFT_PARENTHESIS li RIGHT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE NUMBER_SIGN logger FULL_STOP info LEFT_PARENTHESIS QUOTATION_MARK GRADIENT SPACE IN SPACE LAYER SPACE LEFT_CURLY_BRACKET RIGHT_CURLY_BRACKET SPACE IS SPACE REVERSE_SOLIDUS n LEFT_CURLY_BRACKET RIGHT_CURLY_BRACKET QUOTATION_MARK FULL_STOP format LEFT_PARENTHESIS li PLUS_SIGN DIGIT_ONE COMMA np FULL_STOP tensordot LEFT_PARENTHESIS deltas LEFT_SQUARE_BRACKET li RIGHT_SQUARE_BRACKET COMMA self FULL_STOP net FULL_STOP par LOW_LINE run LEFT_PARENTHESIS self FULL_STOP dat FULL_STOP traininputs COMMA li RIGHT_PARENTHESIS COMMA LEFT_PARENTHESIS LEFT_PARENTHESIS DIGIT_ZERO COMMA DIGIT_TWO RIGHT_PARENTHESIS COMMA LEFT_PARENTHESIS DIGIT_ZERO COMMA DIGIT_TWO RIGHT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE NUMBER_SIGN logger FULL_STOP info LEFT_PARENTHESIS QUOTATION_MARK NUMERICAL SPACE GRADIENT SPACE IN SPACE LAYER SPACE LEFT_CURLY_BRACKET RIGHT_CURLY_BRACKET SPACE IS SPACE REVERSE_SOLIDUS n LEFT_CURLY_BRACKET RIGHT_CURLY_BRACKET QUOTATION_MARK FULL_STOP format LEFT_PARENTHESIS li PLUS_SIGN DIGIT_ONE COMMA self FULL_STOP numgrad LEFT_PARENTHESIS li COMMA epsilon SPACE EQUALS_SIGN SPACE DIGIT_ZERO FULL_STOP DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ONE RIGHT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE logger FULL_STOP info LEFT_PARENTHESIS QUOTATION_MARK REVERSE_SOLIDUS n LEFT_CURLY_BRACKET RIGHT_CURLY_BRACKET QUOTATION_MARK FULL_STOP format LEFT_PARENTHESIS np FULL_STOP tensordot LEFT_PARENTHESIS deltas LEFT_SQUARE_BRACKET li RIGHT_SQUARE_BRACKET COMMA self FULL_STOP net FULL_STOP par LOW_LINE run LEFT_PARENTHESIS self FULL_STOP dat FULL_STOP traininputs COMMA li RIGHT_PARENTHESIS COMMA LEFT_PARENTHESIS LEFT_PARENTHESIS DIGIT_ZERO COMMA DIGIT_TWO RIGHT_PARENTHESIS COMMA LEFT_PARENTHESIS DIGIT_ZERO COMMA DIGIT_TWO RIGHT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS HYPHEN-MINUS self FULL_STOP numgrad LEFT_PARENTHESIS li COMMA epsilon SPACE EQUALS_SIGN SPACE DIGIT_ZERO FULL_STOP DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ONE RIGHT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE TAB def SPACE numgrad LEFT_PARENTHESIS self COMMA li COMMA epsilon SPACE EQUALS_SIGN SPACE DIGIT_ZERO FULL_STOP DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ONE RIGHT_PARENTHESIS COLON NEWLINE SPACE SPACE SPACE SPACE def SPACE numgrad LEFT_PARENTHESIS self COMMA li COMMA epsilon SPACE EQUALS_SIGN SPACE DIGIT_ZERO FULL_STOP DIGIT_ZERO DIGIT_ZERO DIGIT_ZERO DIGIT_ONE RIGHT_PARENTHESIS COLON NEWLINE', 1, 1, 0, 0, 2, 2, 0, 0, 0, 0, 8, 8, 0, 0, 8, 1, 10, 0, 21, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 10, yes
'Mergebranchmasterofgitgitassemblacomchipwhisperer', 1, 1, 2, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE scope FULL_STOP connectStatus FULL_STOP connect LEFT_PARENTHESIS self FULL_STOP dis LEFT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE scope FULL_STOP connectStatus FULL_STOP connect LEFT_PARENTHESIS self FULL_STOP dis RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'fixintendedblock', 1, 1, 5, 'time FULL_STOP sleep LEFT_PARENTHESIS DIGIT_ONE DIGIT_ZERO RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE time FULL_STOP sleep LEFT_PARENTHESIS DIGIT_ONE DIGIT_ZERO RIGHT_PARENTHESIS', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'FixPEPerrorinDCIMtests', 1, 1, 4, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'MergepullrequestfromdigitaloceandcimtestspepFixPEPerrorinDCIMtests', 1, 1, 4, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE RIGHT_PARENTHESIS NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE RIGHT_PARENTHESIS NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
'MergebranchshelladdhelpofhttpsgithubcomChristopherMSpencerpythoncratonclientintoshelladdhelp', 1, 1, 4, ' SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE mock FULL_STOP patch LEFT_PARENTHESIS APOSTROPHE sys FULL_STOP stderr APOSTROPHE COMMA SPACE new EQUALS_SIGN six FULL_STOP StringIO LEFT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS SPACE as SPACE mock LOW_LINE stderr COLON NEWLINE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE SPACE mock FULL_STOP patch LEFT_PARENTHESIS APOSTROPHE sys FULL_STOP stderr APOSTROPHE COMMA SPACE new EQUALS_SIGN six FULL_STOP StringIO LEFT_PARENTHESIS RIGHT_PARENTHESIS RIGHT_PARENTHESIS SPACE as SPACE mock LOW_LINE stderr COLON NEWLINE', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, yes
